;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
760;Continuum PAROLE-Onco : Vers le développement de compétences en auto-soins pour améliorer l'expérience de la vie après les traitements aigus de cancer du sein;RDF20-21;Engineering and technology;0.692462503910065;RDF30;Medical, health and life sciences;0.268811255693436;RDF40;Agricultural and veterinary sciences;0.0107364784926176;RDF10;Natural sciences;0.0106954071670771;RDF50;Social sciences;0.0106650721281767;RDF60;Humanities and the arts;0.00662930496037006
761;Composition musicale immersive et développement de trajectoires 3D, basées sur l'analyse perceptive;RDF20-21;Engineering and technology;0.693286418914795;RDF60;Humanities and the arts;0.135379940271378;RDF50;Social sciences;0.0532530248165131;RDF10;Natural sciences;0.0500514879822731;RDF30;Medical, health and life sciences;0.0355575680732727;RDF40;Agricultural and veterinary sciences;0.0324714928865433
762;Uncovering tumor specific antigens and vulnerabilities in ETP-acute lymphoblastic leukemia;RDF30;Medical, health and life sciences;0.693857550621033;RDF20-21;Engineering and technology;0.135956004261971;RDF10;Natural sciences;0.0821178480982781;RDF50;Social sciences;0.0482058152556419;RDF40;Agricultural and veterinary sciences;0.0211418997496367;RDF60;Humanities and the arts;0.0187208354473114
763;Performance mécanique à long terme des assemblages collés et boulonnés;RDF20-21;Engineering and technology;0.694653272628784;RDF60;Humanities and the arts;0.127176597714424;RDF30;Medical, health and life sciences;0.109111815690994;RDF10;Natural sciences;0.0332361049950123;RDF40;Agricultural and veterinary sciences;0.0182920917868614;RDF50;Social sciences;0.0175300128757954
764;Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies;RDF30;Medical, health and life sciences;0.694719195365906;RDF10;Natural sciences;0.131750166416168;RDF20-21;Engineering and technology;0.0673279464244843;RDF50;Social sciences;0.0645842552185059;RDF40;Agricultural and veterinary sciences;0.0218883827328682;RDF60;Humanities and the arts;0.019730107858777
765;Simulation stochastique à haute résolution spatiale pour les études des risques d'inondation en milieu urbain;RDF20-21;Engineering and technology;0.695693135261536;RDF10;Natural sciences;0.0989316627383232;RDF30;Medical, health and life sciences;0.0949902907013893;RDF50;Social sciences;0.0473472289741039;RDF60;Humanities and the arts;0.0358694307506084;RDF40;Agricultural and veterinary sciences;0.0271683037281036
766;Une scène élargie, délocalisée et asynchrone : les reconfigurations technologiques de la salle de spectacle au temps du confinement;RDF20-21;Engineering and technology;0.696983397006989;RDF60;Humanities and the arts;0.143223837018013;RDF30;Medical, health and life sciences;0.0519373901188374;RDF50;Social sciences;0.042031891644001;RDF10;Natural sciences;0.037046805024147;RDF40;Agricultural and veterinary sciences;0.0287767071276903
767;Multi-Omic Primate Adaptation to Local Environments;RDF10;Natural sciences;0.697492897510529;RDF50;Social sciences;0.103766344487667;RDF60;Humanities and the arts;0.0577630661427975;RDF40;Agricultural and veterinary sciences;0.0500265136361122;RDF30;Medical, health and life sciences;0.0479335710406303;RDF20-21;Engineering and technology;0.0430176332592964
768;Cyberrange pour soutenir les tests de cybersécurité et de cyberrésilience pour les infrastructures critiques;RDF20-21;Engineering and technology;0.697561860084534;RDF30;Medical, health and life sciences;0.0757491737604141;RDF50;Social sciences;0.0724439024925232;RDF10;Natural sciences;0.0541005432605743;RDF60;Humanities and the arts;0.0522232092916966;RDF40;Agricultural and veterinary sciences;0.0479212030768395
769;Écrire / Traduire / Visualiser les humanités numériques;RDF60;Humanities and the arts;0.69972437620163;RDF20-21;Engineering and technology;0.159486874938011;RDF30;Medical, health and life sciences;0.0447032637894154;RDF50;Social sciences;0.0433417595922947;RDF10;Natural sciences;0.0393917597830296;RDF40;Agricultural and veterinary sciences;0.0133519452065229
770;Mathésis, mimésis, sémiosis : la littérarité des genres populaires dans les littératures francophones d'Afrique subsaharienne, du Maghreb et des Caraïbes;RDF60;Humanities and the arts;0.700783014297485;RDF10;Natural sciences;0.0935494154691696;RDF30;Medical, health and life sciences;0.0780360996723175;RDF20-21;Engineering and technology;0.0539940409362316;RDF50;Social sciences;0.0427184551954269;RDF40;Agricultural and veterinary sciences;0.030918950214982
771;Combiner l’hypnose, la réalité virtuelle, la neurophysiologie et l’intelligence artificielle dans la gestion non-pharmacologique et personnalisée de la douleur chronique;RDF20-21;Engineering and technology;0.700863182544708;RDF60;Humanities and the arts;0.150909811258316;RDF30;Medical, health and life sciences;0.0727917030453682;RDF50;Social sciences;0.0287440586835146;RDF10;Natural sciences;0.0237072072923183;RDF40;Agricultural and veterinary sciences;0.0229840259999037
772;Contribution of 17beta-estradiol in pregnancy-related cardiac arrhythmias;RDF30;Medical, health and life sciences;0.701037704944611;RDF10;Natural sciences;0.117207646369934;RDF50;Social sciences;0.0738220363855362;RDF20-21;Engineering and technology;0.0409208983182907;RDF60;Humanities and the arts;0.0354489162564278;RDF40;Agricultural and veterinary sciences;0.0315627716481686
773;Mesures de contrôle en santé mentale : un environnement contraignant?;RDF30;Medical, health and life sciences;0.701196789741516;RDF40;Agricultural and veterinary sciences;0.145622923970222;RDF10;Natural sciences;0.10394823551178;RDF50;Social sciences;0.0252549313008785;RDF60;Humanities and the arts;0.0124219879508019;RDF20-21;Engineering and technology;0.0115551231428981
774;Novel numerical simulation tools for the vulnerability assessment and rehabilitation of critical structures against the effects of floods and climate change;RDF20-21;Engineering and technology;0.702327132225037;RDF50;Social sciences;0.0957612842321396;RDF10;Natural sciences;0.0838963091373444;RDF60;Humanities and the arts;0.0479666888713837;RDF40;Agricultural and veterinary sciences;0.0394860059022903;RDF30;Medical, health and life sciences;0.0305625963956118
775;Détresse, formes d'exclusion et héritage migratoire : trajectoire sociale et subjectivité des personnes descendantes de migrants asiatiques;RDF50;Social sciences;0.703317582607269;RDF60;Humanities and the arts;0.0840398296713829;RDF10;Natural sciences;0.0613437853753567;RDF40;Agricultural and veterinary sciences;0.0566347502171993;RDF30;Medical, health and life sciences;0.0518828444182873;RDF20-21;Engineering and technology;0.0427811779081821
776;Using digital and immersive technologies to understand the contribution of sensory, perceptual, affective, cognitive and physiological factors to Social Information Processing;RDF50;Social sciences;0.703978955745697;RDF20-21;Engineering and technology;0.181962475180626;RDF60;Humanities and the arts;0.0350005067884922;RDF10;Natural sciences;0.0319854319095612;RDF30;Medical, health and life sciences;0.0305518358945847;RDF40;Agricultural and veterinary sciences;0.0165207497775555
777;Metabolic control of vascular regeneration in retinopathy of prematurity;RDF30;Medical, health and life sciences;0.705672800540924;RDF20-21;Engineering and technology;0.165302932262421;RDF10;Natural sciences;0.057865422219038;RDF50;Social sciences;0.0353386886417866;RDF40;Agricultural and veterinary sciences;0.0200547259300947;RDF60;Humanities and the arts;0.0157654229551554
778;Optimization models and algorithms for complex production planning problems;RDF20-21;Engineering and technology;0.705797135829926;RDF40;Agricultural and veterinary sciences;0.118910618126392;RDF10;Natural sciences;0.0531728118658066;RDF50;Social sciences;0.0507326386868954;RDF60;Humanities and the arts;0.0402140915393829;RDF30;Medical, health and life sciences;0.0311726070940495
779;Role of ARF1 as a key GTPAse regulating immune surveillance in breast cancer;RDF30;Medical, health and life sciences;0.706213593482971;RDF20-21;Engineering and technology;0.148939490318298;RDF10;Natural sciences;0.059363204985857;RDF50;Social sciences;0.0439651943743229;RDF40;Agricultural and veterinary sciences;0.0207749959081411;RDF60;Humanities and the arts;0.0207434296607971
780;Mise en ouvre des politiques EDI en enseignement supérieur au Québec : construction de sens et types de réponses aux mesures destinées aux parcours étudiants;RDF20-21;Engineering and technology;0.706422388553619;RDF50;Social sciences;0.0947981104254723;RDF60;Humanities and the arts;0.0749343186616898;RDF40;Agricultural and veterinary sciences;0.0495372861623764;RDF30;Medical, health and life sciences;0.0405411496758461;RDF10;Natural sciences;0.0337666794657707
781;Les politiques de différenciation et diversification des parcours vers et dans l'enseignement supérieur au Québec : quels effets sur la justice scolaire et sociale?;RDF50;Social sciences;0.707009553909302;RDF20-21;Engineering and technology;0.195498123764992;RDF60;Humanities and the arts;0.0431971549987793;RDF30;Medical, health and life sciences;0.0238689854741097;RDF10;Natural sciences;0.0173181090503931;RDF40;Agricultural and veterinary sciences;0.0131081324070692
782;Social hierarchies and the non-verbal communication of pain;RDF50;Social sciences;0.707562506198883;RDF30;Medical, health and life sciences;0.0781762599945068;RDF10;Natural sciences;0.0682840123772621;RDF60;Humanities and the arts;0.0567268319427967;RDF40;Agricultural and veterinary sciences;0.0484065897762775;RDF20-21;Engineering and technology;0.0408437922596931
783;L'impact de la rémunération tangible et intangible sur le roulement volontaire dans le secteur des TIC au Canada : une approche multiniveaux et longitudinale;RDF20-21;Engineering and technology;0.707908689975739;RDF60;Humanities and the arts;0.071772113442421;RDF10;Natural sciences;0.063575491309166;RDF40;Agricultural and veterinary sciences;0.0583585575222969;RDF50;Social sciences;0.0522398166358471;RDF30;Medical, health and life sciences;0.0461452230811119
784;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists;RDF30;Medical, health and life sciences;0.708086669445038;RDF20-21;Engineering and technology;0.112498380243778;RDF10;Natural sciences;0.0594956651329994;RDF50;Social sciences;0.0458329580724239;RDF60;Humanities and the arts;0.0385204888880253;RDF40;Agricultural and veterinary sciences;0.0355658754706383
785;L'intégration des PFÉ dans les stages d'actualisation et de requalification de l'Université de Montréal;RDF20-21;Engineering and technology;0.708954513072968;RDF60;Humanities and the arts;0.100652858614922;RDF30;Medical, health and life sciences;0.0508483313024044;RDF50;Social sciences;0.0496520288288593;RDF40;Agricultural and veterinary sciences;0.0475654192268848;RDF10;Natural sciences;0.0423268191516399
786;Targeting the extracellular adenosine pathway in pancreatic and liver cancers;RDF30;Medical, health and life sciences;0.710282444953919;RDF20-21;Engineering and technology;0.163642436265945;RDF10;Natural sciences;0.060430284589529;RDF50;Social sciences;0.039975006133318;RDF40;Agricultural and veterinary sciences;0.013361300341785;RDF60;Humanities and the arts;0.0123085575178266
787;COLCOT-T2D : Colchicine for Primary Prevention of Cardiovascular Events in Patients with Type 2 Diabetes;RDF30;Medical, health and life sciences;0.711262166500092;RDF20-21;Engineering and technology;0.144311875104904;RDF50;Social sciences;0.0516185387969017;RDF10;Natural sciences;0.0419256016612053;RDF40;Agricultural and veterinary sciences;0.026795394718647;RDF60;Humanities and the arts;0.0240863692015409
788;Social Innovation through Participatory Art and Design with Youth at the Margins - Solutions for Engaging and Empowering Youth with Trans-Atlantic Mirroring;RDF60;Humanities and the arts;0.711760342121124;RDF50;Social sciences;0.218091413378716;RDF10;Natural sciences;0.0208194106817246;RDF30;Medical, health and life sciences;0.0172383431345224;RDF20-21;Engineering and technology;0.0163088701665401;RDF40;Agricultural and veterinary sciences;0.0157816056162119
789;Perspectives compositionnelles sur la sémiotique musicale, à partir de l'intégration théorique et pratique de la sémiotique deleuzienne du cinéma;RDF60;Humanities and the arts;0.712546765804291;RDF20-21;Engineering and technology;0.200442031025887;RDF10;Natural sciences;0.027404461055994;RDF50;Social sciences;0.0235453099012375;RDF30;Medical, health and life sciences;0.0196514800190926;RDF40;Agricultural and veterinary sciences;0.0164099559187889
790;Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental;RDF20-21;Engineering and technology;0.713818252086639;RDF60;Humanities and the arts;0.108020633459091;RDF30;Medical, health and life sciences;0.0527626909315586;RDF50;Social sciences;0.0526378713548183;RDF10;Natural sciences;0.0385684669017792;RDF40;Agricultural and veterinary sciences;0.0341920889914036
791;Topological quantum optics;RDF20-21;Engineering and technology;0.714251458644867;RDF10;Natural sciences;0.100540608167648;RDF50;Social sciences;0.0512068793177605;RDF60;Humanities and the arts;0.0483178980648518;RDF40;Agricultural and veterinary sciences;0.0434573702514172;RDF30;Medical, health and life sciences;0.0422258712351322
792;Sécurité de l'internet des objets dans les villes intelligentes;RDF20-21;Engineering and technology;0.714906752109528;RDF50;Social sciences;0.090531200170517;RDF60;Humanities and the arts;0.074882484972477;RDF10;Natural sciences;0.0539751313626766;RDF30;Medical, health and life sciences;0.0407628938555718;RDF40;Agricultural and veterinary sciences;0.0249415244907141
793;The Biophysics of Cold Plasmas in Cancer Therapy;RDF30;Medical, health and life sciences;0.71545672416687;RDF20-21;Engineering and technology;0.196715027093887;RDF10;Natural sciences;0.0534264110028744;RDF50;Social sciences;0.0126243587583303;RDF40;Agricultural and veterinary sciences;0.0109172388911247;RDF60;Humanities and the arts;0.0108601870015264
794;Identifying and functionally validating IBD genes and variants impacting intestinal epithelial barrier integrity;RDF30;Medical, health and life sciences;0.715766072273254;RDF20-21;Engineering and technology;0.125821262598038;RDF10;Natural sciences;0.0658398643136025;RDF50;Social sciences;0.0467040985822678;RDF40;Agricultural and veterinary sciences;0.0249611604958773;RDF60;Humanities and the arts;0.0209075529128313
795;The role of Parkinson's disease-related proteins in innate and adaptive immunity;RDF30;Medical, health and life sciences;0.715951442718506;RDF10;Natural sciences;0.100073032081127;RDF50;Social sciences;0.0687272921204567;RDF20-21;Engineering and technology;0.040758591145277;RDF60;Humanities and the arts;0.0407565794885159;RDF40;Agricultural and veterinary sciences;0.0337331108748913
796;Les incidences de l'architecture logicielle des tribunaux en ligne sur l'accès à la justice;RDF20-21;Engineering and technology;0.720815479755402;RDF50;Social sciences;0.114240474998951;RDF60;Humanities and the arts;0.0642441511154175;RDF10;Natural sciences;0.0423655100166798;RDF30;Medical, health and life sciences;0.0308044124394655;RDF40;Agricultural and veterinary sciences;0.0275299847126007
797;CMV Dynamics and Transmission in Pregnancy: Comparison Between Women Living with and without HIV;RDF30;Medical, health and life sciences;0.720924198627472;RDF50;Social sciences;0.115307547152042;RDF10;Natural sciences;0.0815662518143654;RDF20-21;Engineering and technology;0.0360107719898224;RDF40;Agricultural and veterinary sciences;0.0243876986205578;RDF60;Humanities and the arts;0.0218034703284502
798;Methods of initiation and mitigation of thermal runaway in lithium-ion batteries;RDF20-21;Engineering and technology;0.721374690532684;RDF10;Natural sciences;0.0810784697532654;RDF50;Social sciences;0.0793642103672028;RDF30;Medical, health and life sciences;0.0417869538068771;RDF60;Humanities and the arts;0.0396259464323521;RDF40;Agricultural and veterinary sciences;0.0367696918547154
799;Is cannabis a useful adjunct in the treatment of symptoms of persons with multiple sclerosis? A formal trial of CBD and THC for the control of spasticity and other symptoms: assessing the clinical effects and the basic mechanisms;RDF30;Medical, health and life sciences;0.721736907958984;RDF10;Natural sciences;0.0768385380506516;RDF50;Social sciences;0.059323288500309;RDF20-21;Engineering and technology;0.053834930062294;RDF60;Humanities and the arts;0.0536442995071411;RDF40;Agricultural and veterinary sciences;0.0346220917999744
800;Clean Energy transition, Market Design and Industry Dynamics;RDF20-21;Engineering and technology;0.722408294677734;RDF50;Social sciences;0.0935524478554726;RDF10;Natural sciences;0.0672639086842537;RDF60;Humanities and the arts;0.04401695728302;RDF40;Agricultural and veterinary sciences;0.0417900234460831;RDF30;Medical, health and life sciences;0.0309683419764042
801;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.724416494369507;RDF50;Social sciences;0.0792834833264351;RDF20-21;Engineering and technology;0.0621282160282135;RDF10;Natural sciences;0.0544912554323673;RDF40;Agricultural and veterinary sciences;0.0399977937340736;RDF60;Humanities and the arts;0.03968271240592
802;Pregnancy and COVID-19 hospitalization in Quebec;RDF30;Medical, health and life sciences;0.724803924560547;RDF50;Social sciences;0.0848373472690582;RDF20-21;Engineering and technology;0.0565756931900978;RDF10;Natural sciences;0.0528205372393131;RDF60;Humanities and the arts;0.0440512038767338;RDF40;Agricultural and veterinary sciences;0.0369114354252815
803;Cardioprotective effect of a cyclic azapeptide ligand of CD36 against ischemia-reperfusion damage and dysfunction in mice;RDF30;Medical, health and life sciences;0.725029170513153;RDF10;Natural sciences;0.0813193172216415;RDF50;Social sciences;0.0574342608451843;RDF20-21;Engineering and technology;0.0524246916174889;RDF60;Humanities and the arts;0.0435161478817463;RDF40;Agricultural and veterinary sciences;0.0402764081954956
804;Apprentissage des jeunes adultes touchés par un cancer du sang : création de solutions à l'aide du co-design;RDF30;Medical, health and life sciences;0.725697040557861;RDF20-21;Engineering and technology;0.14356754720211;RDF50;Social sciences;0.0458509139716625;RDF10;Natural sciences;0.0315989404916763;RDF60;Humanities and the arts;0.0292802304029465;RDF40;Agricultural and veterinary sciences;0.0240052882581949
805;Fundamental drivers of plant spectral diversity;RDF10;Natural sciences;0.727742791175842;RDF50;Social sciences;0.0833393409848213;RDF40;Agricultural and veterinary sciences;0.0774565190076828;RDF30;Medical, health and life sciences;0.0400082357227802;RDF60;Humanities and the arts;0.0383569598197937;RDF20-21;Engineering and technology;0.0330961383879185
806;Du réseau de neurones au circuit logique et réciproquement : le meilleur des deux mondes;RDF20-21;Engineering and technology;0.727812051773071;RDF30;Medical, health and life sciences;0.0961393117904663;RDF40;Agricultural and veterinary sciences;0.0638391748070717;RDF10;Natural sciences;0.0483876243233681;RDF60;Humanities and the arts;0.045318279415369;RDF50;Social sciences;0.0185036901384592
807;Entre vie et mort: images de médiation;RDF30;Medical, health and life sciences;0.729168236255646;RDF60;Humanities and the arts;0.0938507318496704;RDF50;Social sciences;0.047212615609169;RDF40;Agricultural and veterinary sciences;0.0466533862054348;RDF20-21;Engineering and technology;0.0452542044222355;RDF10;Natural sciences;0.0378607921302319
808;Développement de vêtements de protection chimique intelligents à haute performance de filtration;RDF20-21;Engineering and technology;0.730063736438751;RDF60;Humanities and the arts;0.150089234113693;RDF30;Medical, health and life sciences;0.0560267791152;RDF10;Natural sciences;0.0283545460551977;RDF50;Social sciences;0.0178761892020702;RDF40;Agricultural and veterinary sciences;0.0175895169377327
809;Assessment of mechanical and durability performances of NSC to self-healing FRC structural components under combined mechanical and environemental loadings;RDF20-21;Engineering and technology;0.730973482131958;RDF10;Natural sciences;0.0762633830308914;RDF50;Social sciences;0.0640232414007187;RDF30;Medical, health and life sciences;0.0527827367186546;RDF60;Humanities and the arts;0.0439092889428139;RDF40;Agricultural and veterinary sciences;0.0320478416979313
810;Coronary angiocrine control of heart regeneration;RDF30;Medical, health and life sciences;0.731460750102997;RDF20-21;Engineering and technology;0.151991054415703;RDF10;Natural sciences;0.0614262223243713;RDF50;Social sciences;0.0242914482951164;RDF60;Humanities and the arts;0.0167289488017559;RDF40;Agricultural and veterinary sciences;0.014101573266089
811;Inflammatory phenotype, senescence, and viscoelasticity imaging of macrophages in HIV;RDF30;Medical, health and life sciences;0.733367383480072;RDF10;Natural sciences;0.0909167230129242;RDF50;Social sciences;0.0635621622204781;RDF20-21;Engineering and technology;0.0564766936004162;RDF60;Humanities and the arts;0.0280646998435259;RDF40;Agricultural and veterinary sciences;0.0276123881340027
812;Closing the Comorbidity Gap for People Living with HIV : a Randomized Controlled Trial of Fostemsavir to Reduce Inflammaging;RDF30;Medical, health and life sciences;0.733600378036499;RDF20-21;Engineering and technology;0.0829954370856285;RDF50;Social sciences;0.070380873978138;RDF10;Natural sciences;0.0603662729263306;RDF40;Agricultural and veterinary sciences;0.0267480332404375;RDF60;Humanities and the arts;0.0259089805185795
813;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.734304964542389;RDF20-21;Engineering and technology;0.0906812399625778;RDF60;Humanities and the arts;0.0843685194849968;RDF50;Social sciences;0.0337702818214893;RDF10;Natural sciences;0.0309672392904758;RDF40;Agricultural and veterinary sciences;0.025907751172781
814;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis;RDF20-21;Engineering and technology;0.735046923160553;RDF10;Natural sciences;0.0925918966531754;RDF50;Social sciences;0.0611144229769707;RDF60;Humanities and the arts;0.0431328192353249;RDF40;Agricultural and veterinary sciences;0.0347698740661144;RDF30;Medical, health and life sciences;0.033343993127346
815;Microtubule alterations in progressive supranuclear palsy;RDF30;Medical, health and life sciences;0.735053658485413;RDF10;Natural sciences;0.0916837006807327;RDF50;Social sciences;0.0651136562228203;RDF40;Agricultural and veterinary sciences;0.037315234541893;RDF20-21;Engineering and technology;0.0359505563974381;RDF60;Humanities and the arts;0.0348831675946713
816;Novel Synthetic Methodologies Exploiting Nitrogen-Containing Molecules;RDF20-21;Engineering and technology;0.736472547054291;RDF30;Medical, health and life sciences;0.0886180028319359;RDF10;Natural sciences;0.0791941732168198;RDF50;Social sciences;0.0355372615158558;RDF40;Agricultural and veterinary sciences;0.0326071530580521;RDF60;Humanities and the arts;0.0275709312409163
817;Autonomous security for complex systems;RDF20-21;Engineering and technology;0.738375604152679;RDF30;Medical, health and life sciences;0.0682670399546623;RDF50;Social sciences;0.0610395707190037;RDF10;Natural sciences;0.0534833967685699;RDF40;Agricultural and veterinary sciences;0.0452635288238525;RDF60;Humanities and the arts;0.0335708931088448
818;Engagement des bibliothèques publiques et scolaires en faveur du développement des compétences en littératie pour les élèves du troisième cycle du primaire et du secondaire : portrait et stratégie de transfert;RDF60;Humanities and the arts;0.738571882247925;RDF50;Social sciences;0.0761805176734924;RDF10;Natural sciences;0.0516273714601994;RDF40;Agricultural and veterinary sciences;0.0505698844790459;RDF20-21;Engineering and technology;0.0459772013127804;RDF30;Medical, health and life sciences;0.0370731577277184
819;Lagrangian analyzes of complex and turbulent flows for advanced flow diagnostics;RDF20-21;Engineering and technology;0.740340709686279;RDF10;Natural sciences;0.065976545214653;RDF30;Medical, health and life sciences;0.0642772242426872;RDF60;Humanities and the arts;0.0532672889530659;RDF50;Social sciences;0.0485835261642933;RDF40;Agricultural and veterinary sciences;0.0275547299534082
820;Systems biology of size control in eukaryotes;RDF10;Natural sciences;0.743216633796692;RDF30;Medical, health and life sciences;0.106114245951176;RDF50;Social sciences;0.0461630038917065;RDF20-21;Engineering and technology;0.041142787784338;RDF40;Agricultural and veterinary sciences;0.0337755605578423;RDF60;Humanities and the arts;0.0295877065509558
821;Role and therapeutic potential of the atypical MAP kinase ERK3 in basal-like breast cancer progression;RDF30;Medical, health and life sciences;0.743889331817627;RDF10;Natural sciences;0.0810914412140846;RDF50;Social sciences;0.0657742843031883;RDF20-21;Engineering and technology;0.0582343861460686;RDF60;Humanities and the arts;0.0279170423746109;RDF40;Agricultural and veterinary sciences;0.0230936296284199
822;Dormir sans pression: un concept intégrateur pour les patients tétraplégiques et les aidants pour minimiser les plaies de pression, améliorer le sommeil et favoriser la résilience face à la lésion de la moelle épinière;RDF30;Medical, health and life sciences;0.744423031806946;RDF20-21;Engineering and technology;0.100104384124279;RDF60;Humanities and the arts;0.0451588109135628;RDF50;Social sciences;0.0422990545630455;RDF40;Agricultural and veterinary sciences;0.0355194471776485;RDF10;Natural sciences;0.03249516710639
823;Highly versatile benchtop Flow Cytometry Analyzer;RDF20-21;Engineering and technology;0.745985686779022;RDF30;Medical, health and life sciences;0.154552683234215;RDF10;Natural sciences;0.0323055423796177;RDF40;Agricultural and veterinary sciences;0.0251073278486729;RDF60;Humanities and the arts;0.0228015277534723;RDF50;Social sciences;0.0192472767084837
824;Connecting MRI physics and artificial intelligence to advance novel acquisition and analyses technologies for neuroimaging applications;RDF20-21;Engineering and technology;0.746115505695343;RDF30;Medical, health and life sciences;0.146710738539696;RDF10;Natural sciences;0.0369287841022015;RDF50;Social sciences;0.0337890759110451;RDF60;Humanities and the arts;0.0217392705380917;RDF40;Agricultural and veterinary sciences;0.0147166233509779
825;New unsupervised Bayesian and energy-based models dedicated to image processing and computer vision applications;RDF20-21;Engineering and technology;0.747685670852661;RDF50;Social sciences;0.0652977898716927;RDF10;Natural sciences;0.0632065087556839;RDF60;Humanities and the arts;0.0522662475705147;RDF30;Medical, health and life sciences;0.0435445532202721;RDF40;Agricultural and veterinary sciences;0.0279992334544659
826;Structure and rheology of mixed hydrocolloid gels as model systems for food 3D printing;RDF20-21;Engineering and technology;0.748173236846924;RDF10;Natural sciences;0.0953447818756104;RDF40;Agricultural and veterinary sciences;0.0485502332448959;RDF30;Medical, health and life sciences;0.0422351732850075;RDF50;Social sciences;0.0403811931610107;RDF60;Humanities and the arts;0.025315422564745
827;La téléologie naturelle au 18e siècle;RDF10;Natural sciences;0.748845636844635;RDF20-21;Engineering and technology;0.18562251329422;RDF40;Agricultural and veterinary sciences;0.0217500720173121;RDF30;Medical, health and life sciences;0.0207669157534838;RDF60;Humanities and the arts;0.0162925869226456;RDF50;Social sciences;0.00672231055796146
828;Replacement of the femtosecond laser in the THz spectroscopic microscopy laboratory;RDF20-21;Engineering and technology;0.750087022781372;RDF30;Medical, health and life sciences;0.0865396559238434;RDF10;Natural sciences;0.0654833242297173;RDF60;Humanities and the arts;0.0445311553776264;RDF50;Social sciences;0.0319745130836964;RDF40;Agricultural and veterinary sciences;0.021384347230196
829;"Before the ""Great Divide"": The Shared Language(s) of Art and Science in the Early Modern Period";RDF60;Humanities and the arts;0.750253915786743;RDF10;Natural sciences;0.0633106306195259;RDF30;Medical, health and life sciences;0.055992066860199;RDF50;Social sciences;0.0546707101166248;RDF20-21;Engineering and technology;0.0425025559961796;RDF40;Agricultural and veterinary sciences;0.033270139247179
830;Towards Systematic and Cost-Effective Monitoring of Large-Scale Software Systems;RDF20-21;Engineering and technology;0.750859797000885;RDF50;Social sciences;0.0774265676736832;RDF60;Humanities and the arts;0.0530426017940044;RDF10;Natural sciences;0.0484532453119755;RDF30;Medical, health and life sciences;0.0399461947381496;RDF40;Agricultural and veterinary sciences;0.0302716344594955
831;The energy-based and feature tracking motion systems and their interactions;RDF20-21;Engineering and technology;0.751520097255707;RDF10;Natural sciences;0.0748495012521744;RDF30;Medical, health and life sciences;0.0581652820110321;RDF60;Humanities and the arts;0.0453188717365265;RDF50;Social sciences;0.0435071811079979;RDF40;Agricultural and veterinary sciences;0.0266390629112721
832;From Alterlife to Alterfutures: Contemporary Asian Women's Environmental Moving-Image Arts;RDF60;Humanities and the arts;0.751667737960815;RDF50;Social sciences;0.0577225163578987;RDF10;Natural sciences;0.056019376963377;RDF20-21;Engineering and technology;0.0526599623262882;RDF30;Medical, health and life sciences;0.0462137944996357;RDF40;Agricultural and veterinary sciences;0.035716637969017
833;Understanding Esophageal Atresia using Induced Pluripotent Stem Cells;RDF30;Medical, health and life sciences;0.753364562988281;RDF20-21;Engineering and technology;0.135677739977837;RDF10;Natural sciences;0.0618971474468708;RDF50;Social sciences;0.0213468689471483;RDF40;Agricultural and veterinary sciences;0.0151973655447364;RDF60;Humanities and the arts;0.0125163085758686
834;Multicarrier energy systems for resilient decarbonized communities;RDF20-21;Engineering and technology;0.756461381912231;RDF50;Social sciences;0.0733362883329392;RDF10;Natural sciences;0.0643469542264938;RDF30;Medical, health and life sciences;0.0420964546501637;RDF60;Humanities and the arts;0.0340869016945362;RDF40;Agricultural and veterinary sciences;0.0296720992773771
835;Autonomous Deep Learning for AI;RDF20-21;Engineering and technology;0.757270693778992;RDF30;Medical, health and life sciences;0.0728687271475792;RDF50;Social sciences;0.0496936924755573;RDF10;Natural sciences;0.0467347800731659;RDF40;Agricultural and veterinary sciences;0.0403771325945854;RDF60;Humanities and the arts;0.0330549478530884
836;Voix empruntées. Pratiques de la citation littéraire dans la Première Modernité (1595-1692);RDF60;Humanities and the arts;0.758372306823731;RDF50;Social sciences;0.0585954450070858;RDF30;Medical, health and life sciences;0.0530848763883114;RDF10;Natural sciences;0.046474426984787;RDF20-21;Engineering and technology;0.0440368168056011;RDF40;Agricultural and veterinary sciences;0.0394360534846783
