P0734;Health Services Evaluation & Interventions Research;Recherche en interventions et en évaluation dans les services de santé;Heterogeneity of interprofessional primary care teams and its effect on quality of care and health service use in older adults
P0735;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;Recul des gains d'espérance de vie au Canada depuis 2010 : la contribution de la mortalité par drogues, par maladies cardiovasculaires et le rôle catalyseur de la pandémie de COVID-19
P0736;Hepatitis C Research;Recherche sur l’hépatite C;Canadian Network on Hepatitis C (CanHepC): From Discovery to Implementation
P0737;;;Novel numerical simulation tools for the vulnerability assessment and rehabilitation of critical structures against the effects of floods and climate change
P0738;;;QUEST: Co-développer avec et pour les jeunes des connaissances sur la QUalité de leur Environnement psychoSocial de Travail
P0739;;;The effects of COVID-19 pandemics in sustainability controversies: new shades of green in the battery metals industry in Quebec
P0740;Psychosocial, Sociocultural & Behavioural Determinants of Health;Déterminants psychosociaux, socioculturels et comportementaux de la santé;From birth to adulthood: The role of age of cannabis use onset in the individual and environmental developmental pathways leading to substance use problems
P0741;;;Creative Pedagogies for Ecological Transitions on the Shoreline
P0742;Molecular & Cellular Neurosciences;Neuroscience cellulaire et moléculaire;Contribution of the NKG2D pathway to multiple sclerosis
P0743;Public, Community & Population Health;Santé publique, santé communautaire et santé des populations;Pregnancy and COVID-19 hospitalization in Quebec
P0744;Fine Arts, Research-Creation;Beaux-arts, recherche-création;La musique est-elle une prière?
P0745;Psychology;Psychologie;A multi-site, prospective study of the role of emotional competence in (mal)adaptive functioning among university students exposed to sexual violence
P0746;;;Effets d'une intervention musicale personnalisée sur les répercussions de la COVID-19 en santé mentale des personnes âgées
P0747;Virology & Viral Pathogenesis;Virologie et pathogenèse virale;Redox regulation of the antiviral response : role of oxidative post-translational modifications of MAVS
P0748;Genes, Cells and Molecules;Gènes, cellules et molécules;The role of UCH family deubiquitinases in T cell biology
P0749;Materials and Chemical Engineering;Génie chimique et des matériaux;A high temperature upgrade for the twin-screw extruder to process high-performance hybrid PEEK-based formulations and other engineering polymer-based (PEI, PPSU, etc.) systems
P0750;Virology & Viral Pathogenesis;Virologie et pathogenèse virale;Single-cell approaches to characterize and target the cellular reservoirs of HIV infection
P0751;Clinical Investigation – Reproduction, Maternal, Child and Youth Health;Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant;Impact of transient neonatal hyperoxia on skeletal muscle development: Relevance for impaired exercise capacity after preterm birth
P0752;Education and social work;Éducation et travail social;Le développement de la compétence de collaboration interprofessionnelle : perception des membres d'une équipe de professionnels en exercice de la dynamique de coaction
P0753;Economics;Sciences économiques;Agreeing to Disagree: Incentives and Innovation in Dynamic Settings
P0754;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;"L'enfance du ""mauvais genre"". Une sociologie de la non-conformité de genre durant l'enfance en France et au Québec"
P0755;;;Engineering Sustainable and Inclusive Streets for the 30-Min City
P0756;Law and criminology;Droit et criminologie;Les incidences de l'architecture logicielle des tribunaux en ligne sur l'accès à la justice
P0757;;;Incorporating rich micro-level distributions and dynamics in models with heterogenous firms: method, lessons and applications
P0758;Mutidisciplinary or interdisciplinary social sciences;Sciences sociales multi- ou interdisciplinaires;Inhabiting altered worlds: sensory experiences following traumatic brain injuries
P0759;;;Microtubule alterations in progressive supranuclear palsy
P0760;;;Improving reproducibility in MRI with vendor-neutral acquisitions and transparent workflows
P0761;Chemistry;Chimie;Investigation of Metal Organic Frameworks for Renewable Energy Electrocatalysis
P0762;Mechanical Engineering;Génie mécanique;FLUIDELELASTIC INSTABILITY, VORTEX-INDUCED VIBRATION AND SYMMETRY BREAKING IN HELICAL ARRAYS OF CYLINDERS SUBJECTED TO CROSS-FLOW
P0763;Cancer Biology & Therapeutics;Biologie du cancer et thérapeutique;4D spheroids identify type I protein arginine methyltransferases as a target in NSCLC
P0764;;;New perspectives on job search and labour markets
P0765;Physics;Physique;Long time evolution of complex materials : algorithmic developments and applications to metals, semiconductors and proteins
P0766;;;L'héritage de Pierre Elliott Trudeau
P0767;Biological Systems and Functions;Systèmes et fonctions biologiques;A new adaptive-neuroprosthetic treatment to shape post-stroke plasticity and facilitate motor recovery
P0768;;;Une scène élargie, délocalisée et asynchrone : les reconfigurations technologiques de la salle de spectacle au temps du confinement
P0769;;;Centre de recherches mathématiques (CRM)
P0770;Health Services Evaluation & Interventions Research;Recherche en interventions et en évaluation dans les services de santé;Application of a brief digital screening tool to address parental and adolescent tobacco and electronic cigarette use in pediatric medical care
P0771;;;Hybrid Manufacturing: Digital Machining of Flexible Parts Manufactured with Directed Energy Deposition (DED) Method
P0772;;;Design and management of smart last-mile delivery systems
P0773;Literature;Études littéraires;Food Delocalization in Literary Studies: A Saccharine Aesthetic From the Ruins of Empire
P0774;;;Optimal Climate Policy Mix for Canada: Insights from a Multi-Model Approach
P0775;Education and social work;Éducation et travail social;La production de recherche au Canada: facteurs individuels, institutionnels et systémiques
P0776;;;Soutenir la Professionnalisation dans les ORganismes sporTifs (SPORT)
P0777;Health Impacts of Gambling and Gaming;Impacts du jeu sur la santé;Identifying innovative responses to problematic gambling among LGBTQ2S+ communities in Canada - A mixed-methods study
P0778;Materials and Chemical Engineering;Génie chimique et des matériaux;Intensification and control of cell culture processes
P0779;Political science and public administration;Science politique et administration publique;Les priorités des citoyens quant aux politiques de santé et à l'État-providence
P0780;;;Cyberrange pour soutenir les tests de cybersécurité et de cyberrésilience pour les infrastructures critiques
P0781;Materials and Chemical Engineering;Génie chimique et des matériaux;New electrochemical materials breakthrough for energy applications
P0782;;;Nonequilibrium Group IV Semiconductor Heterostructures
P0783;;;Developmental Trajectories in ARID1B-Related Disorders - a Multi-Method Multi-Site Prospective Natural History Study
P0784;Genes, Cells and Molecules;Gènes, cellules et molécules;Mechanisms regulating mRNA localization and localized translation
P0785;;;Dévoiler les tactiques stratégiques de communication pour le changement social : Une exploration approfondie de l'agentivité des responsables des communications et des publics dans la lutte contre les inégalités raciales
P0786;Political science and public administration;Science politique et administration publique;Que font les luttes écologistes à la protestation sociale ? Analyse comparée multi-échelles au Canada, en France et aux Pays-Bas
P0787;Molecular & Cellular Neurosciences;Neuroscience cellulaire et moléculaire;Maturation of microRNAs targeting alpha-synuclein
P0788;;;Privatization, innovation and idiosyncratic volatility: The role of ownership structure and information content
P0789;;;Thermodynamic and physical property models for the production of greener aluminum alloys
P0790;;;Contextual factors predicting feasibility and impact of preventive mental health interventions across Canada
P0791;Geography, urban planning and related fields;Géographie, urbanisme et domaines connexes;Between precarity and hospitality: The contentious spaces of migration in North America's borderlands
P0792;Biological Systems and Functions;Systèmes et fonctions biologiques;Ecological change and the dynamics of zoonotic disease
P0793;Anthropology, archaeology, linguistics and translation;Anthropologie, archéologie, linguistique et traduction;NÉONUM : infrastructure de veille pour la néologie en français québécois
P0794;Physics;Physique;Detailed bulk composition analysis of extrasolar objects accreted at the surface of white dwarf stars
P0795;Chemistry;Chimie;Atmospheric measurements and modeling studies to improve understanding of organic and mineral dust aerosols in northern Canada
P0796;Psychology, linguistics and translation;Psychologie, linguistique et traduction;Réfléchir et agir dans l'urgence : l'influence des éléments contextuels sur le processus de jugement et de décision d'infirmier(ère)s
P0797;Biological Systems and Functions;Systèmes et fonctions biologiques;Interdisciplinary studies of decision-making and motor planning
P0798;;;Data-driven theory : adversarial immunodynamics, modelling and machine learning for engineered lymphocytes in the context of cancer immunotherapy
P0799;Materials and Chemical Engineering;Génie chimique et des matériaux;Program for the Development of a Novel Methodology for the Design of Energy Efficient Biorefineries and Industrial Systems
P0800;Biological Systems and Functions;Systèmes et fonctions biologiques;Underlying neurophysiological mechanisms of non-arthritic chronic painful conditions in cats
P0801;;;Influence of folded foliations on the mechanical behavior of rock masses and rock engineering structures
P0802;Virology & Viral Pathogenesis;Virologie et pathogenèse virale;The Th17 Master Regulator RORC2 as a New Target for HIV Immune Therapy and Cure Strategy
P0803;Linguistics and translation;Linguistique et traduction;Language Acquisition and Processing in Teen and Adult L1 and L2
P0804;;;COVID-19 Étude des capacités offertes par les nouvelles formes de regroupements et d'associations d'artistes dans la sortie de crise et le redéploiement des arts à Montréal
P0805;Nutrition, Food & Health;Nutrition, aliments et santé;A 15 months, double-Blind, randomized controlled trial comparing 18 weeks of two doses of Omalizumab to placebo to accelerate a symptom-driven Oral immunotherapy schedule in subjects aged 6 to 25 years with Multiple food allergies (BOOM)
P0806;Electrical and Computer Engineering;Génie électrique et de l'informatique;Spatial complexity of cardiac cell culture and spatial-temporal bioelectric activity: granularity and mechanical-electrical feedback
P0807;;;Peer Effects and Program Take-Up: Evidence from employer-employee linked administrative data
P0808;Biological Systems and Functions;Systèmes et fonctions biologiques;Evaluation of human gait biomechanics in real-world environments
P0809;Mathematics and Statistics;Mathématiques et statistique;Robust and efficient statistical learning algorithms with applications in actuarial science
P0810;;;HumanitéS-AnimalitéS : discours, pratiques et actions sur le monde animal, du Moyen Âge à l'antispécisme
P0811;;;Intelligence artificielle appliquée aux soins aigus de l'enfant
P0812;Computer Science;Sciences informatiques;BUMP: Better Understanding of Model's Performance for more efficient Natural Language Processing
P0813;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Application des réseaux de neurones artificiels et de l'inférence bayésienne à la simulation couplée et à la conception des puits à colonne permanente
P0814;Molecular & Cellular Biology of Cancer;Biologie cellulaire et moléculaire du cancer;Identification of MYC-dependent vulnerabilities in breast cancer
P0815;Physics;Physique;Topological quantum optics
P0816;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Demand Driven - MRP : mode éphèmère ou lien sérieux entres les méthodes flux poussé et flux tiré ?
P0817;Physics;Physique;Model atmosphere analysis of white dwarfs in the Sloan Digital Sky Survey footprint of Gaia: the definitive work
P0818;Education and social work;Éducation et travail social;Les politiques de différenciation et diversification des parcours vers et dans l'enseignement supérieur au Québec : quels effets sur la justice scolaire et sociale?
P0819;Materials and Chemical Engineering;Génie chimique et des matériaux;Development of high performance PLA based nanocomposites
P0820;Chemistry;Chimie;Introducing specificity and sensitivity in imaging mass spectrometry
P0821;;;Is cannabis a useful adjunct in the treatment of symptoms of persons with multiple sclerosis? A formal trial of CBD and THC for the control of spasticity and other symptoms: assessing the clinical effects and the basic mechanisms
P0822;Cancer Biology & Therapeutics;Biologie du cancer et thérapeutique;Investigation of the antineoplastic effect of miRNA-181a and development a novel pharmaceutical approaches for treating advanced retinoblastoma
P0823;Evolution and Ecology;Évolution et écologie;From spatial community ecology to landscape genetics and genomics
P0824;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Structural Safety Assessment and Strengthening of Concrete Dams and Gated Spillways Subjected to Severe Loading Conditions
P0825;Literature;Études littéraires;Voix empruntées. Pratiques de la citation littéraire dans la Première Modernité (1595-1692)
P0826;Behavioural Sciences – Clinical Behavioural Sciences;Sciences comportementales - Aspect clinique;Brain connectivity-based optimization of non-invasive brain stimulation to improve cognitive symptoms in schizophrenia
P0827;Computer Science;Sciences informatiques;Procedural Creation and Real-time Display of Realistic Complex Scenes
P0828;;;Social hierarchies and the non-verbal communication of pain
P0829;Chemistry;Chimie;Next generation immunopeptidomics
P0830;;;Income security in retirement: perceptions, incentives and behaviours
P0831;;;Decision awareness in learning for control
P0832;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Multimethod UX triangulated approach for multiuser interface evaluation
P0833;Mutidisciplinary or interdisciplinary social sciences;Sciences sociales multi- ou interdisciplinaires;Understanding Drug Exceptional Access Programs (DEAPs) Across Canada: A Question of Equity
P0834;;;Geroscience: A novel interdisciplinary approach for research on aging
P0835;;;Advanced computational platform for permafrost geomechanical modeling and climate impact assessment of northern infrastructure
P0836;;;Hybrid artificial intelligence methods for combinatorial optimization
P0837;;;Leveraging high-volume data to characterize age and individual-specific vital signs and to develop novel geriatric vital signs that optimally predict clinical outcomes in older adults
P0838;Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition;Sciences comportementales - Études du comportement, des neurosciences et de la cognition;Interactions between cortical stimulation and prefrontal population dynamics
P0839;Evolution and Ecology;Évolution et écologie;Coupled Aquatic Biogeochemical Cycles in the Anthropocene
P0840;Chemistry;Chimie;Electrically and Optically Active Nanostructures and Interfaces
P0841;;;Performance mécanique à long terme des assemblages collés et boulonnés
P0842;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Optimization models and algorithms for complex production planning problems
P0843;Genes, Cells and Molecules;Gènes, cellules et molécules;Development of an accessible integrated computational protein design software suite
P0844;;;Social economy embedding circular economy: theory, practice and potential
P0845;Clinical Investigation – Cardiovascular Systems;Études cliniques - Systèmes cardiovasculaires;Complex genetics of hypertrophic cardiomyopathy: Towards an integration of polygenic risk in clinical care
P0846;;;MERMAIDS: Multichannel ERbium-yeterbiuM AmplIfied high power combiner Devices for Space communications
P0847;Biological Systems and Functions;Systèmes et fonctions biologiques;Medium Chain Triglycerides and Ketogenesis
P0848;;;Impact of Vitamin C on the Reduction of Opioid Consumption After an Emergency Department Visit for Acute Musculoskeletal Pain: A Double-Blind Randomized Control Trial
P0849;;;Towards organs-on-paper: building smart paper chips for modern biomedical research
P0850;Genes, Cells and Molecules;Gènes, cellules et molécules;Ultrafast Functional Ultrasound Imaging of the Brain
P0851;Law and criminology;Droit et criminologie;Les trajectoires professionnelles des policiers du Québec : phase 2
P0852;Clinical Investigation – Cardiovascular Systems;Études cliniques - Systèmes cardiovasculaires;Redefining blood pressure: How novel views of the arterial tree can lead to better cardiovascular risk stratification
P0853;;;Reducing the burden of hypoglycemia for persons living with type 1 diabetes
P0854;Biological Systems and Functions;Systèmes et fonctions biologiques;The energy-based and feature tracking motion systems and their interactions
P0855;Cancer Progression & Therapeutics;Progression du cancer et thérapeutique;Adoptive transfers of in vitro differentiated plasmacytoid dendritic cells to prevent acute lymphoblastic leukemia relapse: mechanisms and biomarkers of sensitivity
P0856;Physics;Physique;Replacement and upgrade of the Optical and Infrared Cameras for Observatoire du Mont-Mégantic
P0857;Economics;Sciences économiques;Stochastic Discount Factors, Risk Factors and Performance Evaluation
P0858;;;Precision digital twin of production machines for sustained high accuracy and traceable part conformity
P0859;;;Non-line-of-sight Imaging for Advanced Automotive Sensing
P0860;Political science and public administration;Science politique et administration publique;Le nouvel électeur économique
P0861;Systems & Circuits Neurosciences;Systèmes et circuits en neurosciences;CB1 receptors regulate NMJ denervation and repair
P0862;Chemistry;Chimie;Influence of Lipid Matrix on Ion Channel Oligomerization and Function
P0863;Fine Arts, Research-Creation;Beaux-arts, recherche-création;Composition musicale immersive et développement de trajectoires 3D, basées sur l'analyse perceptive
P0864;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Valorisation des données d'exécution de projets
P0865;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Innovative Steel Braced Frame Systems for Tall Buildings in Seismic Active Regions
P0866;;;Multiscale modelling of aircraft and rocket emissions using high-fidelity numerical simulations and machine learning
P0867;Gender, Sex & Health;Genre, sexe et santé;Coronavirus Crisis Competence Among Sexual and Gender Minorities
P0868;Multidisciplinary or interdisciplinary humanities;Sciences humaines multi- ou interdisciplinaires;From Alterlife to Alterfutures: Contemporary Asian Women's Environmental Moving-Image Arts
P0869;;;A FOCUS on youth mental health and substance use-related outcomes, inequities and trajectories during COVID-19 and beyond: A mixed-methods study in Canada and France
P0870;Biological Systems and Functions;Systèmes et fonctions biologiques;Sleep, performance and development
P0871;Genes, Cells and Molecules;Gènes, cellules et molécules;Molecular insights into the targeting of proteins to the inner nuclear membrane
P0872;Education and social work;Éducation et travail social;Les pratiques pédagogiques qui favorisent l'inclusion socioculturelle et scolaire d'élèves immigrants nouvellement arrivés au Québec : regards croisés d'enseignants et d'élèves
P0873;;;Control of collective dynamics via mean field and and inverse mean field game theory
P0874;;;#WeFeedYou, and yet...: How are temporary migrant workers' food security, nutrition and health shaped in Quebec's agri-food system - A participatory action research multiple-case study
P0875;Education and social work;Éducation et travail social;Delinquent or victim? Teenage girls' experiences of child protection intervention due to concerns for sexual exploitation
P0876;;;Femmes, genre, (im)mobilités et vies précaires : projet de développement partenarial dans une perspective féministe transnationale et décoloniale
P0877;Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research;Intervention de recherche rapide contre le nouveau coronavirus de 2019 (COVID-19);La cohésion sociale est-elle possible en situation de crises multiples? L'influence des politiques publiques entourant le coronavirus (2019-nCoV) et les préjugés envers les citoyens et citoyennes d'origine chinoise
P0878;Cardiovascular System – Heart and Circulation;Système cardiovasculaire - Cœur et circulation;Coronary angiocrine control of heart regeneration
P0879;;;Management of public media organizations and society
P0880;Political science and public administration;Science politique et administration publique;Voters' Identities in their Own Words
P0881;Philosophy;Philosophie;Santé, justice et sécurité au 21e siècle
P0882;Respiratory System;Appareil respiratoire;Role of ATP-P2X7 axis in pathogenesis of ventilator induced lung injury
P0883;Genes, Cells and Molecules;Gènes, cellules et molécules;Mitochondrial epigenetics and ORFan genes: exploiting the mitochondrial genetic system to fuel phenotypic variation and functional novelties
P0884;Crisis/Suicide Line and App-based Support Models for post traum. stress in public safety personnel (PSP);Lignes d'écoutes et modèles applicatifs de support pour le stress post-traumatique chez les premiers répondants;PeerOnCall as a catalyst for a peer support program based on psychological first aid: a feasibility study among the Sûreté du Québec
P0885;Mechanical Engineering;Génie mécanique;Computational approaches for analysis and design of complex multiphase flow systems
P0886;Geography, urban planning and related fields;Géographie, urbanisme et domaines connexes;Understanding the limits of risk instruments in an era of climate change: An exploration of the institutional geographies of climate services in Europe
P0887;;;Randomized Double-Blind Placebo-Controlled Clinical Trial to Assess the Efficacy of Mycophenolate Mofetil in Subclinical Interstitial Lung Disease Associated with Systemic Sclerosis: a Feasibility Study
P0888;;;Novel transition support program for young people with disabilities and their families: Identifying most important outcomes for program key stakeholders
P0889;Biological Systems and Functions;Systèmes et fonctions biologiques;Advancing knowledge and developping mechanistic quantitative tools for in vitro-in vivo extrapolations in pharmacokinetics and toxicokinetics
P0890;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Modeling and optimization for advanced management of the complex products for the robust circular economy in Canada
P0891;Mechanical Engineering;Génie mécanique;Advanced Manufacturing of Intelligent Structures
P0892;Medical Physics & Imaging;Physique médicale et imagerie;Multimodal Sensing Guidewire with Random Optical Gratings by Ultraviolet laser Exposure for Peripheral Vascular Interventions
P0893;Computer Science;Sciences informatiques;Intelligent mobility management in emerging vehicular networks
P0894;Chemistry;Chimie;Chemical biology strategies for discovery and profiling of glycan-protein interactions
P0895;Medical Physics & Imaging;Physique médicale et imagerie;Local and global biomechanical properties of the eye as new glaucoma risk factors
P0896;;;L'accessibilité des médias: éduquer pour ouvrir le dialogue
P0897;Geography, urban planning and related fields;Géographie, urbanisme et domaines connexes;Free prior and informed consent, social equity and the forest sector: A comparison of the Forest Stewardship Council certification regime in Canada, Sweden and Russia
P0898;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Water reuse: innovative monitoring technologies for risk reduction
P0899;Education and social work;Éducation et travail social;Difficultés psychosociales, scolaires et milieux de vie différentiels d'enfants issus de la diversité ethnoculturelle recevant, ou non, des services de protection de la jeunesse
P0900;Education and social work;Éducation et travail social;Participation jeunesse Autochtone dans la prise de décision en milieu scolaire
P0901;;;Bioinformatics-powered genetic characterization of the impact of biological systems on Alzheimer's disease and neurodegeneration
P0902;;;Identification of functional epigenomic regions in sperm that are environmentally responsive and associate with fertility and embryo development
P0903;Education and social work;Éducation et travail social;Le jeu symbolique en classe d'éducation préscolaire 4 ans: Relations entre la pensée sociale, la maturité du jeu et l'acceptation sociale
P0904;Evaluation of Harm Reduction Approaches to Address the Opioid Crisis;Évaluation d'approches de réduction des risques face à la crise des opioides;Evaluation of supervised consumption services in Montreal in the context of COVID-19
P0905;Biological Systems and Functions;Systèmes et fonctions biologiques;Pacing Brain Rhythms
P0906;Computer Science;Sciences informatiques;Representation Learning for Lifelong Learning
P0907;;;Inverse Design by Duality
P0908;Genes, Cells and Molecules;Gènes, cellules et molécules;How is cell morphogenesis regulated during mitosis?
P0909;Physics;Physique;Superconducting single photon detectors for quantum optics and spectroscopy up to 2.5 microns
P0910;Behavioural Sciences;Sciences comportementales;The effects of neuropsychiatric CNVs on the integrity of brain structure and connectivity
P0911;;;De villes adaptées à la vieillesse aux territoires inclusifs et exempts d'âgisme : vers un changement de perspective sur l'aménagement urbain des municipalités favorisant le vieillissement ?
P0912;Geosciences;Géosciences;Environmental fate of emerging contaminants
P0913;;;Du disque à l'oeuvre. Musique, arts visuels, cinéma
P0914;Genes, Cells and Molecules;Gènes, cellules et molécules;Decoding the role of DNMT1 in the Inherited Dysregulation of Epigenetic Marks using Embryonic Cells
P0915;Mechanical Engineering;Génie mécanique;Computational Methods for Verification and Validation with Applications in Mechanics
P0916;;;Inter-cellular causality in the formation and degradation of the vascular glycocalyx
P0917;Geography, urban planning and related fields;Géographie, urbanisme et domaines connexes;L'écologie et des paysages combinatoires : vers une collaboration permanente avec la nature
P0918;Biological Systems and Functions;Systèmes et fonctions biologiques;An optimization framework for comparative, multi-species studies of visual systems
P0919;Health Services Evaluation & Interventions Research;Recherche en interventions et en évaluation dans les services de santé;A novel web-based mental health intervention integrating peer support and clinical moderation to enhance recovery and prevent relapse in adults diagnosed with psychotic disorders: A pragmatic feasibility study of Horyzons-Canada
P0920;Clinical Investigation – Reproduction, Maternal, Child and Youth Health;Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant;Maternal Diabetes Induces Perinatal Programming of Chronic Kidney Disease: The Role of Hedgehog Interacting Protein (Hhip)
P0921;Chemistry;Chimie;Urgent Replacement of a Platform for Gaseous Chemistry and Catalysis
P0922;Genes, Cells and Molecules;Gènes, cellules et molécules;CAN OSTEOCLAST BIOMARKERS DETECT EXCESSIVE SUBCHONDRAL BONE RESORPTION IN RACEHORSES?
P0923;;;Agrégateur numérique de paysages urbains
P0924;Gender, Sex & Health;Genre, sexe et santé;Study of the effect of sex on drugs dosing, concentrations and pharmacogenomics
P0925;Biological Systems and Functions;Systèmes et fonctions biologiques;Biosecurity 2.0 for the modern Canadian dairy farm
P0926;Psychology, linguistics and translation;Psychologie, linguistique et traduction;Et si on revenait à l'étude des comportements de leadership : le rôle du style parental et de la motivation comme prédicteurs des comportements de partage de ressources d'élèves officiers
P0927;Literature;Études littéraires;Penser le temps de la maladie chronique : l'expertise littéraire à l'appui des pratiques de soin
P0928;Materials and Chemical Engineering;Génie chimique et des matériaux;Non-releasing alginate hydrogels for analyte sensing and detoxification
P0929;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;Quantifying Indigenous family disruption and resilience at the beginning of the 20th century through historical census data
P0930;Biological Systems and Functions;Systèmes et fonctions biologiques;The impact of biological sex on the brain language network
P0931;Biological Systems and Functions;Systèmes et fonctions biologiques;Tracking the beat of music: Mechanisms underpinning inter-individual differences and effects on rhythm learning
P0932;Biological Systems and Functions;Systèmes et fonctions biologiques;The role of rhythm in the development of speech perception and production
P0933;Mechanical Engineering;Génie mécanique;Development of an Intelligent Design Support Tool for Integrated Design of Multidomain Systems
P0934;Multidisciplinary or interdisciplinary social sciences;Sciences sociales multi- ou interdisciplinaires;Dynamiques socioreligieuses, laïcité et espaces municipaux québécois
P0935;;;Optimization and Planning Models for more Sustainable Agrifood Logistics
P0936;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;Men's migration, social support, and women's health and well-being in three diverse contexts
P0937;Psychology;Psychologie;Child maltreatment, emotion regulation and sexual wellbeing over time in women with low sexual desire and their partners
P0938;Education and social work;Éducation et travail social;Détresse, formes d'exclusion et héritage migratoire : trajectoire sociale et subjectivité des personnes descendantes de migrants asiatiques
P0939;Endocrinology;Endocrinologie;Elucidating the roles of miRNAs and Hippo signaling on lineage specification in the human and mouse embryo
P0940;;;Enabling Collaborative and Intelligent Service Provisioning in Mobile Edge Networks
P0941;;;Intelligent Predictive Maintenance 4.0 for Heavy-duty Electrical Bus
P0942;;;Investigating mitochondrial biogenesis rheostat functions in skin aging: stress sensing and control of immunometabolic landscapes
P0943;;;Role of the Calcitonin Receptor System in Cardiac Physiology and Remodeling
P0944;Biomedical Engineering;Génie biomédical;Predicting the Progression and Brace Treatment Response in Spinal Deformities with Temporal-based Machine Learning Approaches
P0945;;;Boosting the Productivity of a Graying Workforce
P0946;Physics;Physique;The Biophysics of Cold Plasmas in Cancer Therapy
P0947;Physics;Physique;Virage numérique dans le développement de techniques avancées en soins personnalisés
P0948;;;Rencontres « droits et résistances numériques en contexte francophone »
P0949;Mechanical Engineering;Génie mécanique;Caméra rapide haute résolution pour la mesure de nuages de bulles en écoulement à haute vitesse
P0950;;;Predicting duration and rehospitalization of psychiatric emergency patients: The Signature BioBank
P0951;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;Perceptions de justice dans les services : les cas des travailleurs de la restauration et des enseignants universitaires au Québec et en France
P0952;Business, management and related fields;Affaires, gestion et domaines connexes;L'impact de la rémunération tangible et intangible sur le roulement volontaire dans le secteur des TIC au Canada : une approche multiniveaux et longitudinale
P0953;Genes, Cells and Molecules;Gènes, cellules et molécules;The Axolotl a model for vertebrate limb regeneration
P0954;Diabetes, Obesity, Lipid & Lipoprotein Disorders;Diabète, obésité, troubles lipidiques et lipoprotéiques;Microglial fatty acid signalling as a modulator of diet-induced neuroimmune responses in obesity
P0955;Evolution and Ecology;Évolution et écologie;Diversity and resilience of plant communities in isolated ecosystems
P0956;Genes, Cells and Molecules;Gènes, cellules et molécules;Dynamic protein interaction networks to map molecular origins of envronmental and genomic variations
P0957;Education and social work;Éducation et travail social;Greening Social Work in Quebec: Exploring the Intersections of Environmental-Ecological Notions in Social Work Theory, Education, and Practice
P0958;Fine arts, research-creation;Beaux-arts, recherche-création;L'oeuvre d'art comme «analyseur»: en quête d'une méthodologie
P0959;Microbiology & Infectious Diseases;Microbiologie et maladies infectieuses;Control of bacterial cell shape through cell-wall remodeling
P0960;Molecular & Cellular Biology of Cancer;Biologie cellulaire et moléculaire du cancer;Role and therapeutic potential of the atypical MAP kinase ERK3 in basal-like breast cancer progression
P0961;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Personnalisation en temps réel d'interface en fonction de la charge cognitive des utilisateurs
P0962;Psychology;Psychologie;The I-Care project : Assessing the impact of a multimodal childcare-based intervention to prevent disruptive behaviour problems in children
P0963;Biological Systems and Functions;Systèmes et fonctions biologiques;Inter-individual variability in cognitive aging: Neural mechanisms, reserve processes and malleability of neuroprotective processes
P0964;Clinical Investigation – Reproduction, Maternal, Child and Youth Health;Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant;Maternal immune cells mediated endothelial activation in preeclampsia
P0965;;;Projet 'Parité sciences'
P0966;Clinical Investigation – Reproduction, Maternal, Child and Youth Health;Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant;A Pragmatic Randomized Clinical Trial on Immersive Virtual Reality Compared to Non-Immersive Distraction Using a Tablet for Pain and Anxiety Management of Children During Bone Pins and Sutures Removal in Orthopedic Clinics
P0967;Genes, Cells and Molecules;Gènes, cellules et molécules;IMAGE-GUIDED INJECTION WITH A HIGH-RESOLUTION ULTRASOUND SYSTEM ADAPTED FOR RODENT USE
P0968;Physics;Physique;Quantum theory and applications
P0969;Cardiovascular System – Heart and Circulation;Système cardiovasculaire - Cœur et circulation;Cardioprotective effect of a cyclic azapeptide ligand of CD36 against ischemia-reperfusion damage and dysfunction in mice
P0970;;;The Mobile health for Kids with Asthma (MoKA) study: predicting exacerbations through multimodal data and machine learning
P0971;Psychology, linguistics and translation;Psychologie, linguistique et traduction;Towards a multi-trajectory understanding of intimate partner homicide
P0972;Methamphetamine and related psychostimulant use;Consommation de méthamphétamine et d’autres psychostimulants;Predicting future primary psychotic disorders in youth with methamphetamine-psychosis disorder
